image_path,text
train/795.png,Federal Parliament in Salisbury .
train/796.png,of lawlessness among UNIP supporters went
train/797.png,until he was outlawed in 1959 . The record
train/798.png,Party was a monster as vicious as the Zambia
train/799.png,said that Mr. Kaunda's United National Independence
train/800.png,"back a long way , Sir Roy told the"
train/801.png,"Kaunda . Sir Roy , Federal Rhodesian Prime Minister ,"
train/802.png,"National Congress , which was led by Mr. Kaunda"
train/803.png,He cited cases in which hundreds of UNIP supporters
train/804.png,the UNIP - were convicted last month in the
train/805.png,charges of creating disturbances . During the first
train/806.png,had been arrested or convicted since last year on
train/807.png,than 500 people - 167 of them members of
train/808.png,three weeks of the present trouble 287 incidents
train/809.png,had been reported in Northern Rhodesia . More
train/810.png,Northern Province alone .
train/811.png,Kaunda's repeated statements that all he is
train/812.png,"Sir Roy . "" I am now compelled to say that"
train/813.png,"had stimulated violence , but he had done"
train/814.png,""" Against this background must be taken Mr."
train/815.png,"doing is in the name of non-violence , "" said"
train/816.png,nothing to stop it .
train/817.png,Mr. Kaunda must know that his statements
train/818.png,"I don't accept his good faith . "" He said"
train/819.png,from Northern Rhodesia when his followers have
train/820.png,"would make the Mau Mau in Kenya "" seem like a"
train/821.png,""" It is true he made a point of again being absent"
train/822.png,"child's picnic . """
train/823.png,"indulged in such violence . "" But Sir Roy pointed out"
train/824.png,if UNIP did not get its way what would happen
train/825.png,that a few months ago Mr. Kaunda said that
train/826.png,return from Scotland yesterday . He summoned Mr.
train/827.png,new Constitution provided law and order is maintained
train/828.png,JOHN DICKIE writes : Mr. Macmillan gave top
train/829.png,in Northern Rhodesia .
train/830.png,to hold the door open for modifications to the
train/831.png,"Iain Macleod , Colonial Secretary , and Mr. Duncan Sandys ,"
train/832.png,priority to the clash over Northern Rhodesia on his
train/833.png,at Admiralty House . A statement is expected today
train/834.png,Commonwealth Relations Secretary for an hour's talks
train/835.png,African nationalists . Mr. Macleod has ample evidence
train/836.png,"Liberal leader , and Mr. Kaunda , that the bulk"
train/837.png,problem . Mr. Sandys has warned of the risk of a
train/838.png,suggestion that there may be fresh concessions to the
train/839.png,Constitution unless it is modified .
train/840.png,of moderates and Africans will reject the
train/841.png,"from talks with Sir John Moffat , Northern Rhodesian"
train/842.png,strong reaction from Sir Roy Welensky to any
train/843.png,Its terms have set the Prime Minister an exacting
train/844.png,foot of his airliner's steps at London Airport
train/845.png,of Gloucester .
train/846.png,"kneeling with heads bowed . The princess ,"
train/847.png,Buganda ( King Freddie ) from Princess
train/848.png,"aged 24 , is now studying history at Cambri-"
train/849.png,A ROYAL welcome for the Kabaka of
train/850.png,"yesterday . Forty other Africans greeted him ,"
train/851.png,"dge , where she is a friend of Prince William"
train/852.png,"Elizabeth Bagaya of Toro , kneeling at the"
train/853.png,"Colonial Secretary Mr. Iain Macleod , before the"
train/854.png,to settle the relationships between them and the
train/855.png,King Freddie and three other hereditary rulers of
train/856.png,The question : Their status in an independent Uganda .
train/857.png,rest of the country . A Government report has
train/858.png,recognised their rights and recommended a form of
train/859.png,native kingdoms in Uganda arrived for talks with
train/860.png,The thorniest problem for next week's conference is
train/861.png,Uganda Constitutional conference opens next Monday .
train/862.png,"federal association , but the four kings are not"
train/863.png,Government authority yet presented by the
train/864.png,to deal with the mass sit-down rally planned
train/865.png,"Committee of 100 , the anti-nuclear arms"
train/866.png,to meet head-on the biggest challenge to
train/867.png,""" Ban-the-Bomb "" demonstrators . Police leave"
train/868.png,"Instead , the kings will remain in London"
train/869.png,group .
train/870.png,for Sunday in Parliament-square by the
train/871.png,Then their views will be transmitted back .
train/872.png,has been cancelled and secret plans prepared
train/873.png,and wait to hear the conference's proposals .
train/874.png,"MR. BUTLER , the Home Secretary , has decided"
train/875.png,jailed for a month .
train/876.png,a breach of the peace . The committee's
train/877.png,his 61-year-old wife were each jailed for
train/878.png,Committee of 100 being imprisoned for inciting
train/879.png,president 89-year-old Earl Russell and
train/880.png,and Robert Bolt ( The Flowering Cherry ) were
train/881.png,a week . Playwrights Arnold Wesker ( The Kitchen )
train/882.png,ended yesterday in 32 members of the
train/883.png,It was Mr. Butler who authorised action which
train/884.png,"invoke the Public Order Act , 1936 , and"
train/885.png,"It was last used a year ago , to deal"
train/886.png,"of Parliament Square . """
train/887.png,Mr. Butler will have talks with Police
train/888.png,the demonstrators sit down or not - was
train/889.png,with the St. Pancras rent riots . Today
train/890.png,declare the whole rally illegal - whether
train/891.png,being discussed in Whitehall last night .
train/892.png,Commissioner Sir Joseph Simpson to
train/893.png,The possibility that the Government might
train/894.png,"draw up final plans for the "" Battle"
train/895.png,"and reserves , with 750 policemen posted"
train/896.png,"the area - West End Central , Bow-street ,"
train/897.png,"call-out of police , special constables"
train/898.png,and Cannon-row .
train/899.png,from outlying districts to stations in
train/900.png,Measures agreed so far include : 1 . A mass
train/901.png,been # particularly intensified in the past year
train/902.png,"in the United Nations , these exchanges have not"
train/903.png,is known for some time to have favoured a
train/904.png,"or so and though so far , apart from joint action"
train/905.png,nesia arrived in Belgrade as the guest of the Yugoslav
train/906.png,"been seen on any wider basis , President Tito"
train/907.png,"Today , for example , the Foreign Minister of Indo-"
train/908.png,Foreign Minister . In fact such Yugoslav activity has
train/909.png,conference of neutralist leaders .
train/910.png,"on the occasion of the conference in Casablanca and ,"
train/911.png,"in particular , in Yugoslav approval of the idea of an"
train/912.png,coordinate activity on the political and economic
train/913.png,Tito would like some such idea extended also
train/914.png,sphere ; and it is not difficult to see that President
train/915.png,to the whole uncommitted world
train/916.png,inter-African consultative assembly which would
train/917.png,The wish was particularly apparent in comments
train/918.png,time is ripe to have more frequent consultations between
train/919.png,the uncommitted countries and even to work out common
train/920.png,situation and especially in view of fresh problems facing
train/921.png,stands on various problems facing those nations . Two
train/922.png,"the new and independent countries of Africa , that the"
train/923.png,of the talks in Belgrade - and on both the two
train/924.png,"subjects , the Congo and Algeria , are the main topics"
train/925.png,"But he now feels , in view of a changed international"
train/926.png,leaders have identical ideas .
train/927.png,was reported earlier in Laos that Prince
train/928.png,Government .
train/929.png,"Souvanna Phouma , the former Prime Min-"
train/930.png,Prince Souvanna Phouma to join his
train/931.png,"ister , to return to Laos . No details of"
train/932.png,"Phnom Penh , Cambodia , to invite Prince"
train/933.png,Boun Oum was considering asking
train/934.png,"their mission have been disclosed , but it"
train/935.png,Two emissaries from the Laotian Government
train/936.png,of Prince Boun Oum have arrived in
train/937.png,Laos . His policy of strict neutrality from 1951
train/938.png,pro-western centre and south .
train/939.png,"to 1958 kept the kingdom in peace , though"
train/940.png,at the cost of virtual partition of the country
train/941.png,"the mission , but recent statements made by him"
train/942.png,himself as the only legal Prime Minister of
train/943.png,into the pro-communist north and the
train/944.png,Prince Souvanna Phouma has not yet replied to
train/945.png,in Phnom Penh indicate that he still regards
train/946.png,"Haksat Party , also to the officers"
train/947.png,"Prince Souphannouvong , leader"
train/948.png,occupying the province of Xieng
train/949.png,"Laos , yesterday addressed all officers"
train/950.png,Prince Souvanna's former Minister of
train/951.png,claims to be his representative in
train/952.png,of the pro-communist Neo Lao
train/953.png,in the same terms .
train/954.png,of the pro-communist forces
train/955.png,Khouang and emphasized that
train/956.png,"Information , Mr. Quinim Pholsena , who"
train/957.png,Government suggests that all is not well
train/958.png,communists' former base 60 miles
train/959.png,of the pro-communists . Most of the
train/960.png,with the political and military leadership
train/961.png,The Government has claimed the
train/962.png,province of Xieng Khouang and the
train/963.png,This emphasis on the legality of the former
train/964.png,appear still to be firmly in their hands .
train/965.png,"tactically useful Plain of Jars , however ,"
train/966.png,"recapture of Vang Vieng , the pro-"
train/967.png,"north of Vientiane , but this claim"
train/968.png,"160 speeches in 80 constituencies in 10 days , the Liberal"
train/969.png,Party are holding a national conference here with
train/970.png,and # his Cabinet out in the grass roots making
train/971.png,leader .
train/972.png,this village was still held by the pro-communists .
train/973.png,A correspondent who travelled yesterday to within
train/974.png,when Mr. Lester Pearson was chosen as party
train/975.png,With the Prime Minister sunning himself in Jamaica
train/976.png,"some 2,000 delegates , the biggest gathering since 1958"
train/977.png,a few miles of Vang Vieng was told by officers that
train/978.png,In some ways it will be a testing occasion
train/979.png,ference will concentrate on laying the
train/980.png,foundations on which to win the next
train/981.png,else in sight to supplant him . So the con-
train/982.png,ments by the Prime Minister there is an
train/983.png,air of electoral expectancy .
train/984.png,unassailable simply because there is no one
train/985.png,when in spite of carefully worded state-
train/986.png,election . The rally comes at a time
train/987.png,"for him , although some think his position"
train/988.png,Members of the Cabinet are basing their speeches on
train/989.png,heavy unemployment and an uncertain economy .
train/990.png,illusion in the Conservative Party that their
train/991.png,a half years ago . Nevertheless there is little
train/992.png,a new Conservative booklet called The Record Speaks
train/993.png,of the party since it came to office three and
train/994.png,which outlines in some detail the accomplishments
train/995.png,stock at home has fallen in the face of
train/996.png,Last year saw the defeat of two Conservative
train/997.png,"Maritimes - Restigouche Madawaska , New Brunswick ,"
train/998.png,"one in Leeds , Ontario , and the other two in the"
train/999.png,"provincial governments , Quebec and New Brunswick , and"
train/1000.png,"and Kings , Prince Edward Island ."
train/1001.png,in the four federal by-elections last October the party
train/1002.png,"elections , one at Esquimalt Saanich , British Columbia ,"
train/1003.png,fared badly . They are now faced with four other by-
train/1004.png,All four were Conservative strongholds . Last September
train/1005.png,"held last autumn , 38 per cent for the"
train/1006.png,the Administration came to power in 1957 the
train/1007.png,Liberals were ahead ( 43 per cent were in favour
train/1008.png,a public poll showed that for the first time since
train/1009.png,Conservatives and 12 per cent for the C.C.F. ) .
train/1010.png,"of "" The Grits "" if a federal election had been"
train/1011.png,Diefenbaker was still ahead in terms of
train/1012.png,popularity as an individual leader ( for
train/1013.png,"However , a separate poll revealed that Mr."
train/1014.png,Pearson 34 per cent ) . How far is Mr.
train/1015.png,of Canada as a Prime Minister ? Many
train/1016.png,observers at the national rally will be
train/1017.png,seeking an answer .
train/1018.png,"Mr. Diefenbaker 36 per cent , for Mr."
train/1019.png,Lester Pearson acceptable to the people
train/1020.png,in Algoma East .
train/1021.png,baker was in the last two campaigns . The
train/1022.png,It is difficult for many to see Mr. Pearson
train/1023.png,"in the chancery , or the corridors of the United"
train/1024.png,impression remains that the Liberal leader
train/1025.png,"Nations , not the father figure , so necessary"
train/1026.png,"hustings , the spellbinder that Mr. Diefen-"
train/1027.png,"politician , able to talk about sewage problems"
train/1028.png,"is still the diplomatist , more at home"
train/1029.png,"in Canadian leadership , or the practical"
train/1030.png,in the role of a popular orator at the
train/1031.png,"still regard him "" as some sort of cross"
train/1032.png,correct that image . The bow tie has
train/1033.png,by speech experts .
train/1034.png,"On the other hand , Mr. Pearson excels"
train/1035.png,television techniques and is being coached
train/1036.png,His party advisers are now trying to
train/1037.png,"between an egghead and a missionary "" ."
train/1038.png,"in meeting people informally , but many"
train/1039.png,gone ; he is having lessons on
train/1040.png,baker in the House in those early
train/1041.png,leading the Opposition with skill and
train/1042.png,ammunition given him by the Gov-
train/1043.png,Everything is being done to promote
train/1044.png,"ernment in recent sessions , he is"
train/1045.png,much lessly trounced by Mr. Diefen-
train/1046.png,"a new image . Certainly , he is now a"
train/1047.png,assurance and is a match for the
train/1048.png,Prime Minister across the floor .
train/1049.png,"but now , with plenty of political"
train/1050.png,days . It has been a hard road back
train/1051.png,will go . The main topic under review is
train/1052.png,"provinces . However , be this election"
train/1053.png,"year or not , Mr. Pearson , with his party"
train/1054.png,committees examining subjects
train/1055.png,"increasingly confident of return to power ,"
train/1056.png,ranging from foreign investment in
train/1057.png,"new and dynamic liberalism "" and this"
train/1058.png,"Mr. Pearson is now talking about "" his"
train/1059.png,Canada to the problems of the Atlantic
train/1060.png,"week will # show perhaps how far "" Mike"
train/1061.png,Sentence Database
train/1062.png,"unemployment , but there will be 21"
train/1063.png,as a military project ; or that the European space satellite
train/1064.png,"Stated more bluntly , they are still unconvinced that"
train/1065.png,"interested in the principle of space research , but rather"
train/1066.png,this is not primarily an effort on Britain's part to
train/1067.png,"Mr. Thorneycroft , the Minister of Aviation , who arrives in"
train/1068.png,is indeed to be purely scientific in character .
train/1069.png,Sentence Database
train/1070.png,Bonn tomorrow for talks with the Federal Government on a
train/1071.png,"salve Blue Streak , which was abandoned last summer"
train/1072.png,sceptical about British plans for organizing it .
train/1073.png,"European space satellite project , will find the Germans"
train/1074.png,"involved is really worth while , at a time when"
train/1075.png,any increase in budgetary commitments
train/1076.png,"remove these doubts , and to persuade the"
train/1077.png,Mr. Thorneycroft's main purpose will be to
train/1078.png,rise in taxation - something no one is prepared
train/1079.png,would almost certainly involve a corresponding
train/1080.png,to contemplate in an election year .
train/1081.png,Federal Government that the financial burden
train/1082.png,"efforts , as Die Welt suggests today in"
train/1083.png,"convinced , on the basis of the information"
train/1084.png,believe that the Federal Government is not
train/1085.png,"But , at the same time , there is reason to"
train/1086.png,be justified from a scientific point of view ;
train/1087.png,a highly critical editorial article .
train/1088.png,"satellite , duplicating to some extent American"
train/1089.png,"and not merely constitute a "" prestige """
train/1090.png,"it has so far , that such a project would"
train/1091.png,"stage , but the French have one of their"
train/1092.png,have reached a sufficient stage of development
train/1093.png,like to see used .
train/1094.png,On the specific question of the use of Blue
train/1095.png,putting a heavy satellite into outer space .
train/1096.png,"British rocket , Black Knight , for the second"
train/1097.png,own called Veronique which they would
train/1098.png,for adaptation as the first stage in
train/1099.png,only rocket and launcher in Europe to
train/1100.png,easier . He can point out that this is the
train/1101.png,There has also been some talk of adopting another
train/1102.png,"Streak , Mr. Thorneycroft's task will be"
train/1103.png,various rocket stages had already been
train/1104.png,of capsule was involved . A lesser obstacle
train/1105.png,any Ministry or Minister directly responsible
train/1106.png,The Foreign Ministry spokesman added
train/1107.png,"today , however , that the Brussels Treaty"
train/1108.png,for it - and therefore of any budget
train/1109.png,"concluded , and only cooperation on the type"
train/1110.png,"was irrelevant , because research on the"
train/1111.png,under which funds could be appropriated .
train/1112.png,to German participation is the absence of
train/1113.png,the backbone of the German Air
train/1114.png,This is expected eventually to replace the
train/1115.png,"Fiat G-91 , and the F 104 Starfighter ,"
train/1116.png,Force .
train/1117.png,"three hours , 20 minutes of discussion is believed"
train/1118.png,PRESIDENT KENNEDY renewed his pressure
train/1119.png,"House , Whitehall , yesterday . Much of their"
train/1120.png,of American policy .
train/1121.png,Common Market during their talks at Admiralty
train/1122.png,on Mr. Harold Macmillan to join the
train/1123.png,to have been devoted to this main point
train/1124.png,It arose during talks following
train/1125.png,and other reservations .
train/1126.png,President Kennedy's report to the British
train/1127.png,clear that he would accept Britain into the
train/1128.png,visit to Paris . There General de Gaulle had made
train/1129.png,Common Market only if there were no conditions
train/1130.png,laid down to meet the Commonwealth
train/1131.png,Prime Minister of the outcome of his recent
train/1132.png,"Bundy , the President's special assistant for"
train/1133.png,"Market , even if it meant an unconditional surrender ."
train/1134.png,wanted him to apply for membership of the Common
train/1135.png,Mr. Kennedy told Mr. Macmillan that he still
train/1136.png,"There were also brief discussions on Laos , Berlin"
train/1137.png,Krushchov . With the exception of 40 minutes when
train/1138.png,informed Mr. Macmillan of his discussions with Mr.
train/1139.png,"and other foreign questions , after Mr. Kennedy had"
train/1140.png,"security affairs , were brought in , the two"
train/1141.png,men talked alone .
train/1142.png,"Lord Home , Foreign Secretary , and Mr. McGeorge"
train/1143.png,talks with Mr. Krushchov this evening .
train/1144.png,Admiralty House meeting will be made in the
train/1145.png,for a statement . President Kennedy flew from London
train/1146.png,Airport last night to arrive in Washington this
train/1147.png,An attempt to get more information about the
train/1148.png,have many questions to the Prime Minister asking
train/1149.png,broadcast and television report on his
train/1150.png,House of Commons this afternoon . Labour M.P.s already
train/1151.png,morning . He is to make a 30-minute nation-wide
train/1152.png,economic co-operation and expansion in the general interests
train/1153.png,"common purposes . "" Occasion was given to review the need for"
train/1154.png,"both economic and political , and revealed once again the"
train/1155.png,close agreement of the two Governments in pursuing their
train/1156.png,"Washington - said : "" Their discussions covered the major problems ,"
train/1157.png,The joint communique on Mr. Kennedy's and Mr. Macmillan's
train/1158.png,"third talks - the first were at Key West , Florida , the second in"
train/1159.png,"of developed and underdeveloped countries alike . """
train/1160.png,which should lead to progress toward a Laos agreement at the
train/1161.png,"It said that the President and Premier noted "" with satisfaction "" the"
train/1162.png,"Geneva conference . "" Particular attention was also given to the"
train/1163.png,"agreement in Vienna on the need for an effective Laos ceasefire ,"
train/1164.png,agreement on the necessity of maintaining the rights and
train/1165.png,"obligations of the allied Governments in Berlin . """
train/1166.png,"nuclear tests conference and to the question of disarmament . "" The"
train/1167.png,"situation in regard to Germany was reviewed , and there was full"
train/1168.png,given by Lady Dorothy Macmillan with Mrs. Kennedy and other
train/1169.png,""" rather pessimistic "" and talked of a Berlin crisis later this year ."
train/1170.png,"Apart from their formal Admiralty House talks , followed by lunch"
train/1171.png,"State , gave a 90-minute briefing on the Vienna talks to the"
train/1172.png,15-nation Nato council . Some of his listeners said he was
train/1173.png,"guests present , Mr. Kennedy and Mr. Macmillan met three more"
train/1174.png,"times yesterday . In PARIS , Mr. Dean Rusk , U.S. Secretary of"
train/1175.png,"said the Vienna talks "" might be the beginning of a slight improvement , """
train/1176.png,in London in time to join the Buckingham Palace dinner and to
train/1177.png,but no big changes should be expected in the political situation .
train/1178.png,and informed him of the Vienna outcome . Last night Mr. Rusk arrived
train/1179.png,"fly home with the President . In DUESSELDORF , Chancellor Adenauer"
train/1180.png,From Nato headquarters Mr. Rusk went to see President de Gaulle
train/1181.png,Moscow after his two days of talks with President
train/1182.png,"spirits , Mr. Krushchov yesterday returned to"
train/1183.png,"followed up by new efforts for peace , the"
train/1184.png,"Kennedy , writes Dennis Ogden from Moscow . The"
train/1185.png,"declared yesterday . Events in Vienna "" gave hope"
train/1186.png,Soviet Communist Party newspaper Pravda
train/1187.png,"and to all who are striving for a stable peace , """
train/1188.png,good beginning made at Vienna must be
train/1189.png,"RELAXED , smiling and clearly in the best of"
train/1190.png,"to people of goodwill who hate the cold war ,"
train/1191.png,of Indonesian students broke through crash barriers
train/1192.png,to surround their President on the tarmac for
train/1193.png,"arrived from Vienna . A cheering , delighted crowd"
train/1194.png,"Dr. Sukarno , President and Prime Minister of"
train/1195.png,airport to join President Brezhnev in welcoming
train/1196.png,"Indonesia , who arrived by Boeing 707 jet on a"
train/1197.png,"meeting , peace-loving people will say ' a"
train/1198.png,state visit 40 minutes after Mr. Khrushchov had
train/1199.png,"good beginning . ' "" Mr. Krushchov remained at the"
train/1200.png,""" Thinking over the results of the Vienna"
train/1201.png,"establish an enduring peace between nations . """
train/1202.png,""" The Soviet Union has always striven and is"
train/1203.png,Mr. Khrushchov said he hoped his weekend
train/1204.png,"the peoples , to secure an early solution of the"
train/1205.png,"Schaerf , the Soviet Premier thanked Austria for"
train/1206.png,"In VIENNA , before flying off to Moscow ,"
train/1207.png,Replying to a farewell speech from Austrian President
train/1208.png,striving to safeguard an enduring peace for
train/1209.png,the hospitality and welcome he had received .
train/1210.png,"talks with President Kennedy would # help "" to"
train/1211.png,implication he supported the establishment of
train/1212.png,defence of the Polaris missile base . And by
train/1213.png,"weapons were necessary to defend Britain , that"
train/1214.png,sites in Britain for the training of German
train/1215.png,must have nuclear weapons so long as the
train/1216.png,MR. GAITSKELL today delivered a full-blooded
train/1217.png,"Britain must depend on Nato and "" the West """
train/1218.png,troops . His main theme was that nuclear
train/1219.png,Soviet Union has them .
train/1220.png,widespread resentment over the U.S. Polaris base in
train/1221.png,their tactics by switching most of their emphasis on
train/1222.png,sure the Labour movement was coming round in
train/1223.png,"of General and Municipal Workers , he said he felt"
train/1224.png,to the missile .
train/1225.png,Addressing the annual congress of the National Union
train/1226.png,supporters of unilateral nuclear disarmament were changing
train/1227.png,support of his views . Obviously conscious of the fierce and
train/1228.png,"Britain , Mr. Gaitskell said that he even noticed that"
train/1229.png,"he said , they were out of date and vulnerable and"
train/1230.png,allied . But governments should be free to negotiate
train/1231.png,"agree . The Labour Party opposed Thor missiles , because ,"
train/1232.png,and refuse proposals with which they did not
train/1233.png,Mr Gaitskell said that a member of an alliance could
train/1234.png,would attract enemy action .
train/1235.png,not deny facilities to nations to which it was
train/1236.png,was far better for a weapon used for retaliatory
train/1237.png,This was why the Labour Party did not think it right
train/1238.png,"the West , somewhere , must have them too . It"
train/1239.png,to oppose the Polaris depot ship .
train/1240.png,That argument did not apply to the Polaris submarine .
train/1241.png,"So long as the Soviet Union had nuclear weapons ,"
train/1242.png,purposes to be under the sea rather than on land .
train/1243.png,in a more remote area . Mr. Gaitskell added that
train/1244.png,city with two million people . It should be sited
train/1245.png,of party members and still less the party's
train/1246.png,The party agreed that it was unwise to locate the base
train/1247.png,supporters in the country .
train/1248.png,"in the Holy Loch , only 30 miles from Glasgow , a"
train/1249.png,"the Scarborough conference decisions did not , in his"
train/1250.png,"view , truly reflect the opinions of the majority"
train/1251.png,"that "" those who organise these things "" were"
train/1252.png,Mr Gaitskell added that agreement with the
train/1253.png,he respected their views . He saw by reports
train/1254.png,to the official document on to opposition
train/1255.png,disarmament to shift the emphasis of
train/1256.png,to the Polaris base .
train/1257.png,recommending the supporters of unilateral nuclear
train/1258.png,their intervention away from straight opposition
train/1259.png,"unilateralists was not possible , though"
train/1260.png,Prime Minister should begin to take
train/1261.png,"with the agreement of Kennedy , in"
train/1262.png,"To Mr. Macmillan , Mr Gaitskell said the"
train/1263.png,in central Europe of a zone of controlled
train/1264.png,"talks with the Soviet Union , for the establishment"
train/1265.png,"weapons within the Nato alliance . "" Let us say"
train/1266.png,"to Macmillan that he should press , I hope"
train/1267.png,seriously the danger of the spread of nuclear
train/1268.png,"disarmament . """
train/1269.png,opportunity for the party . It was a
train/1270.png,an agreement on a zone of controlled
train/1271.png,disarmament in Europe . Mr Gaitskell
train/1272.png,Union would be prepared to reach
train/1273.png,"He thought , he said , that the Soviet"
train/1274.png,Inter-union jealousies prevent the
train/1275.png,was the beginning of a great period of
train/1276.png,"and other major questions , Mr. Jack Cooper"
train/1277.png,fulfilment of a common policy for wages
train/1278.png,great chance that should be grasped .
train/1279.png,"concluded , declaring that the present"
train/1280.png,matter . Consideration should also be given
train/1281.png,modification of their structures to
train/1282.png,to the regrouping of unions and the
train/1283.png,The General Council of the Trades Union
train/1284.png,meet the growing concentration of
train/1285.png,urgent - particularly in unions serving
train/1286.png,Congress should therefore consider the
train/1287.png,capital . Mr. Cooper argued that a
train/1288.png,common industrial contribution was
train/1289.png,workers in the same industry - along
train/1290.png,Macmillan yesterday morning he was given
train/1291.png,BEFORE President Kennedy met Mr.
train/1292.png,the views of a wide section of the
train/1293.png,bases in this country . An open letter
train/1294.png,Suggesting that a total T.U.C.
train/1295.png,"membership of eight million was a "" poor"
train/1296.png,written by Earl Russell hoping that the
train/1297.png,"show "" compared with some countries , he"
train/1298.png,British people about Polaris submarine
train/1299.png,argued that the position needed examination .
train/1300.png,"Earl Russell , President of the Committee"
train/1301.png,growing section which is opposed to
train/1302.png,already there have been protests but
train/1303.png,"British territory . "" He pointed out that"
train/1304.png,"that "" very much larger protests are to"
train/1305.png,"be expected and are being planned . """
train/1306.png,"the establishment of a Polaris base ,"
train/1307.png,"take notice of "" that very large and"
train/1308.png,"of 100 , told Kennedy that he should"
train/1309.png,whether at Holy Loch or elsewhere on
train/1310.png,"regrettable , that the agitation against"
train/1311.png,There are three kinds of reasons that justify
train/1312.png,to the policy of the United States .
train/1313.png,the Polaris base has generated some antagonism
train/1314.png,"the U.S. Government , Earl Russell suggested . "" The"
train/1315.png,"U.S. and Great Britain , not only in Government"
train/1316.png,the protests and these should carry weight with
train/1317.png,"says it is inevitable , though profoundly"
train/1318.png,serving the hitherto cordial relations between the
train/1319.png,first of these reasons is the importance of pre-
train/1320.png,"circles , but in public opinion . "" Earl Russell"
train/1321.png,"of Polaris submarines . "" He argues that"
train/1322.png,exercise any degree of control over the action
train/1323.png,as to the safety of the people of Great Britain ;
train/1324.png,impossible for the British authorities to
train/1325.png,The second reason is concerned with doubts
train/1326.png,Britain alone .
train/1327.png,there is a distinct possibility that so long
train/1328.png,Soviet Union might retaliate against
train/1329.png,as there is a Polaris base in Britain the
train/1330.png,""" in the time of crisis it would probably be"
train/1331.png,"add anything to the strength of America ,"
train/1332.png,"believes : "" It is very questionable whether"
train/1333.png,"the course of , at the most , an hour "" without"
train/1334.png,"while , on the contrary , they impose upon"
train/1335.png,British membership of Nato and British
train/1336.png,America an onerous obligation which it
train/1337.png,destroy the whole population of Britain in
train/1338.png,provoking American retaliation . Earl Russell
train/1339.png,"may prove impossible to fulfil . """
train/1340.png,""" Such retaliation might , and probably would ,"
train/1341.png,permission of American bases on our territory
train/1342.png,The third reason is that the supreme
train/1343.png,"prevention of nuclear war . "" A rapidly"
train/1344.png,in preventing a nuclear war as a neutral
train/1345.png,West and uncommitted nations - is the
train/1346.png,growing body of opinion in this country
train/1347.png,interest for the whole world - East and
train/1348.png,by helping to suggest agreements which could
train/1349.png,"be accepted by both East and West . """
train/1350.png,believes that Britain could be more effective
train/1351.png,"would be "" integrated "" to a greater"
train/1352.png,"about 400,000 men . The three Services"
train/1353.png,Services . Its aim will be to produce superbly
train/1354.png,"be published in March , is likely to"
train/1355.png,"THE next White Paper on defence , to"
train/1356.png,contain a five-year plan for the three
train/1357.png,"equipped , all-Regular forces of"
train/1358.png,extent than ever before .
train/1359.png,with the Prime Minister's approval .
train/1360.png,and operations . This would apply also in the
train/1361.png,"not contemplated , the Navy , Army and Royal"
train/1362.png,command structure and central administrative
train/1363.png,"organisation . Mr. Watkinson , Minister of Defence ,"
train/1364.png,"Air Force would become , for practical purposes ,"
train/1365.png,complete co-operation at all levels in training
train/1366.png,"has been working on the plan for some months ,"
train/1367.png,a single defence force . There would be
train/1368.png,"Short of wearing the same uniform , which is"
train/1369.png,are now being worked out by the Chiefs
train/1370.png,Ministers concerned with overseas aspects
train/1371.png,"of Staff , a process that may take four"
train/1372.png,Ministers . He has also had talks with the Earl
train/1373.png,"of Home , Foreign Secretary , and with other"
train/1374.png,of defence policy . Details of the scheme
train/1375.png,or five months .
train/1376.png,He has had numerous meetings with the Service
train/1377.png,approval . Mr. Watkinson remains con-
train/1378.png,The scheme will be subject to Cabinet
train/1379.png,"of Defence , is still correct . This was to"
train/1380.png,vinced that the policy initiated in
train/1381.png,return to the tradition of all-Regular
train/1382.png,"1957 , in Mr. Sandys's time as Minister"
train/1383.png,"voluntary forces , with the last National"
train/1384.png,of 1962 .
train/1385.png,Serviceman out of uniform by the end
train/1386.png,"cannot be entirely discounted , he does"
train/1387.png,not agree that the point has been reached
train/1388.png,He is confident the aim can be achieved .
train/1389.png,While the possibility of an eventual return
train/1390.png,engagement would probably have to be for
train/1391.png,"National Service is ever resorted to ,"
train/1392.png,The Minister regards the recent trend
train/1393.png,where this need even be considered . If
train/1394.png,to National Service in some form
train/1395.png,three years .
train/1396.png,of recruiting figures as encouraging .
train/1397.png,"Service , or over any other aspect of"
train/1398.png,no truth in suggestions that Mr. Watkinson
train/1399.png,serve at least a year overseas . There is
train/1400.png,is at odds with the Service chiefs over
train/1401.png,necessary for the extended training modern
train/1402.png,the decision to dispense with National
train/1403.png,It is thought this would be the minimum
train/1404.png,defence policy .
train/1405.png,arms require and to enable each man to
train/1406.png,Criticisms about Army manpower appear
train/1407.png,to have come mainly from retired officers
train/1408.png,"Francis Festing , who believes completely"
train/1409.png,"Sir Francis , is equally convinced Mr."
train/1410.png,"Gen. Sir Richard Hull , who is to succeed"
train/1411.png,who have held high positions but
train/1412.png,Watkinson is right .
train/1413.png,Mr. Watkinson has had the utmost support
train/1414.png,"from the C.I.G.S. , Field-Marshal Sir"
train/1415.png,are out of touch with the existing situation .
train/1416.png,in the principle of an all-Regular army .
train/1417.png,his leave .
train/1418.png,Sir Francis is to hand over to Sir Richard
train/1419.png,concentrated on possible need for important
train/1420.png,moment # when attention had to be
